,date,time,source,frame_nr,trackID,KNN_prediction,min_dist,SGD_prediction,max_prob,label,YOLO,faces,cor_person,cor_tracking,cor_reident,cor_face,cor_area
0,2022-03-22,11:04:14,Reidentified,person,115,,,,,out_of_area,person,person,,1,1,,1
1,2022-03-22,11:04:14,Eingang,691423,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_14_Eingang691423_crop_track_115.png,no-face,1.0,,,,
2,2022-03-22,11:04:14,Eingang,691424,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_14_Eingang691424_crop_track_115.png,no-face,1.0,,,,
3,2022-03-22,11:04:14,Eingang,691425,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_14_Eingang691425_crop_track_115.png,no-face,1.0,,,,
4,2022-03-22,11:04:14,Eingang,691426,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_14_Eingang691426_crop_track_115.png,no-face,1.0,,,,
5,2022-03-22,11:04:14,Eingang,691427,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_14_Eingang691427_crop_track_115.png,no-face,1.0,,,,
6,2022-03-22,11:04:14,Eingang,691428,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_14_Eingang691428_crop_track_115.png,no-face,1.0,,,,
7,2022-03-22,11:04:15,Eingang,691438,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_15_Eingang691438_crop_track_115.png,no-face,1.0,,,,
8,2022-03-22,11:04:16,Eingang,691439,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_16_Eingang691439_crop_track_115.png,no-face,1.0,,,,
9,2022-03-22,11:04:16,Eingang,691440,115,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_115/2022March22_11_04_16_Eingang691440_crop_track_115.png,no-face,1.0,,,,
