,date,time,source,frame_nr,trackID,KNN_prediction,min_dist,SGD_prediction,max_prob,label,YOLO,faces,cor_person,cor_tracking,cor_reident,cor_face,cor_area
0,2022-03-22,09:54:24,Found,person,110,,,,,out_of_area,person,person,,0,,,1
1,2022-03-22,09:55:21,Lost,person,110,,,,,out_of_area,person,person,,,,,
2,2022-03-22,09:55:22,Reidentified,person,110,,,,,out_of_area,person,person,,1,1,,1
3,2022-03-22,09:55:47,Eingang,650284,110,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_110/2022March22_09_55_47_Eingang650284_crop_track_110.png,no-face,0.0,,,,
4,2022-03-22,09:55:47,Eingang,650285,110,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_110/2022March22_09_55_47_Eingang650285_crop_track_110.png,no-face,0.0,,,,
5,2022-03-22,09:55:47,Eingang,650286,110,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_110/2022March22_09_55_47_Eingang650286_crop_track_110.png,no-face,0.0,,,,
6,2022-03-22,09:55:47,Eingang,650287,110,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_110/2022March22_09_55_47_Eingang650287_crop_track_110.png,no-face,0.0,,,,
7,2022-03-22,09:55:47,Eingang,650288,110,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_110/2022March22_09_55_47_Eingang650288_crop_track_110.png,no-face,0.0,,,,
8,2022-03-22,09:55:47,Eingang,650289,110,,,,,out_of_area,smart_surveillance/FaceRecognition/FaceNet_input/Eingang/out_of_interest_area/trackID_110/2022March22_09_55_47_Eingang650289_crop_track_110.png,no-face,0.0,,,,
9,2022-03-22,09:56:37,Lost,person,110,,,,,out_of_area,person,person,,,,,
10,2022-03-22,09:56:50,Reidentified,person,110,,,,,out_of_area,person,person,,0,1,,1
11,2022-03-22,09:57:27,Lost,person,110,,,,,out_of_area,person,person,,,,,
